Name: 广东新闻, URL: http://mom.coms.hk:9901/tsfile/live/1008_1.m3u8, Date: None, Resolution: None, Response Time: 502 ms
Name: CCTV-3, URL: http://116.117.106.74:8096/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 595 ms
Name: CCTV-3, URL: http://110.7.130.91:8096/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 550 ms
Name: CCTV-3, URL: http://116.117.105.183:8096/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 537 ms
Name: CCTV-3, URL: http://121.19.134.139:808/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 507 ms
Name: CCTV-3, URL: http://106.118.70.215:9901/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 490 ms
Name: CCTV-3, URL: http://110.7.130.44:8096/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 539 ms
Name: CCTV-3, URL: http://113.57.111.4:1111/tsfile/live/1002_1.m3u8, Date: None, Resolution: None, Response Time: 481 ms
Name: CCTV-3, URL: http://101.74.28.50:9901/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 1176 ms
Name: CCTV-3, URL: http://171.14.89.69:9901/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 424 ms
Name: CCTV-3, URL: http://58.220.219.14:9901/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 406 ms
Name: CCTV-3, URL: http://120.197.43.179:9901/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 498 ms
Name: CCTV-3, URL: http://mom.cloudns.be:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 612 ms
Name: CCTV-3, URL: http://110.53.218.182:9902/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 544 ms
Name: CCTV-3, URL: http://111.14.181.15:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 508 ms
Name: CCTV-3, URL: http://121.19.134.222:808/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-3, URL: http://183.3.134.56:9901/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 429 ms
Name: CCTV-3, URL: http://123.7.110.43:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 6733 ms
Name: CCTV-3, URL: http://113.57.20.158:9901/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 544 ms
Name: CCTV-3, URL: http://59.173.243.210:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 410 ms
Name: CCTV-3, URL: http://223.241.247.214:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 411 ms
Name: CCTV-3, URL: http://116.128.242.83:9901/tsfile/live/0003_1.m3u8, Date: None, Resolution: None, Response Time: 543 ms
Name: CCTV-3, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265003/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=no, Date: None, Resolution: None, Response Time: 429 ms
Name: CCTV-3, URL: http://gslbserv.itv.cmvideo.cn/1000000005000265003/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=3, Date: None, Resolution: None, Response Time: 548 ms
Name: CCTV-3, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/6000000001000022313/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=3, Date: None, Resolution: None, Response Time: 429 ms
Name: CCTV-3, URL: http://123.182.60.29:9002/hls/3/index.m3u8, Date: None, Resolution: None, Response Time: 452 ms
Name: CCTV-3, URL: http://36.156.94.111/cucc-livod.ks-cdn.gitv.tv/gitv_live/G_CCTV-3-HQ/G_CCTV-3-HQ.m3u8, Date: None, Resolution: None, Response Time: 417 ms
Name: CCTV-3, URL: http://111.9.163.109:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 517 ms
Name: CCTV-3, URL: http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265003/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=no, Date: None, Resolution: None, Response Time: 427 ms
Name: CCTV-3, URL: http://gslbserv.itv.cmvideo.cn:80/1000000005000265003/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=IPTV, Date: None, Resolution: None, Response Time: 548 ms
Name: CCTV-3, URL: http://gslbserv.itv.cmvideo.cn:80/6000000001000022313/1.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=IPTV, Date: None, Resolution: None, Response Time: 548 ms
Name: CCTV-3, URL: http://61.164.209.98/cache.ott.bestlive.itv.cmvideo.cn/000000001000/6000000001000022313/index.m3u8?channel-id=wasusyt&Contentid=6000000001000022313&livemode=1&stbId=no, Date: None, Resolution: None, Response Time: 406 ms
Name: CCTV-3, URL: http://110.53.218.182:9902udp://@238.0.0.1:8003, Date: None, Resolution: None, Response Time: 544 ms
Name: CCTV-3, URL: http://tptvh.mobaibox.com/hwcdnbacksourceflag_223.110.243.229:80/PLTV/4/224/3221228499/1.m3u8?accountinfo=LP%2BPvowmKkmnxIIXiI7SAYhoa37SK3j6SZcWnG%2FIJbm3sKM6ExysDo0g3A9CbIkxm%2BXKFGNSqkHVWfowwD5s%2F4MZidu3cv84KGU%2FvRRV5EfcJx9AN9WPrsTUMAn%2FGUp5FgCcgHZcoIABWGUx4GF9bqeo84KrB1TAVruJzkRIWcU%3D%3A20241026021806%2C-1%2C36.156.32.22%2C20241026021806%2CG_CCTV-3-AVS-4K264%2C1734250806188_64%3A13%3AC8%3A81%3AEB%3AD5%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000017817435_0%2CEND&GuardEncType=2&servicetype=1&unionUrl=gitv%2Flive1%2FG_CCTV-3-AVS-4K264%2FG_CCTV-3-AVS-4K264&icpid=88888888&from=5&popid=5&hms_devid=6449&prioritypopid=5, Date: None, Resolution: None, Response Time: 1802 ms
Name: CCTV-3, URL: http://117.27.190.42:9998/tsfile/live/23234_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1435 ms
Name: CCTV-3, URL: http://61.138.128.226:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 536 ms
Name: CCTV-3, URL: http://110.53.218.182:9902/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 544 ms
Name: CCTV-3, URL: http://221.213.69.82:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 630 ms
Name: CCTV-3, URL: http://36.32.174.67:60080/newlive/live/hls/3/live.m3u8, Date: None, Resolution: None, Response Time: 1407 ms
Name: CCTV-3, URL: http://110.53.52.63:8888/newlive/live/hls/4/live.m3u8, Date: None, Resolution: None, Response Time: 728 ms
Name: CCTV-3, URL: http://111.61.236.247:9081/hls/3/index.m3u8, Date: None, Resolution: None, Response Time: 659 ms
Name: CCTV-3, URL: http://61.162.52.6:8088/newlive/live/hls/3/live.m3u8, Date: None, Resolution: None, Response Time: 495 ms
Name: CCTV-3, URL: http://61.157.139.15:9901/tsfile/live/2373_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-3, URL: http://59.48.75.130:3052/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 749 ms
Name: CCTV-3, URL: http://113.25.252.226:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 498 ms
Name: CCTV-4, URL: http://61.157.139.15:9901/tsfile/live/2374_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 488 ms
Name: CCTV-4, URL: http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 498 ms
Name: CCTV-4, URL: http://220.164.192.48:50085/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 484 ms
Name: CCTV-4, URL: http://116.117.104.242:8096/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 599 ms
Name: CCTV-4, URL: http://58.19.38.162:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 527 ms
Name: CCTV-4, URL: http://61.138.128.226:19901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 535 ms
Name: CCTV-4, URL: http://60.12.183.46:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 551 ms
Name: CCTV-4, URL: http://202.100.46.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 464 ms
Name: CCTV-4, URL: http://58.220.219.14:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 909 ms
Name: CCTV-4, URL: http://117.27.190.42:9998/tsfile/live/23235_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 431 ms
Name: CCTV-4, URL: http://113.57.20.158:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1117 ms
Name: CCTV-4, URL: http://221.213.69.82:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 623 ms
Name: CCTV-4, URL: http://223.241.247.214:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 435 ms
Name: CCTV-4, URL: http://59.173.243.210:9901/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 409 ms
Name: CCTV-4, URL: http://111.9.163.109:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 536 ms
Name: CCTV-4, URL: http://222.134.245.16:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 1239 ms
Name: CCTV-4, URL: http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 580 ms
Name: CCTV-4, URL: http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 558 ms
Name: CCTV-4, URL: http://112.102.217.173:9003//hls/16/index.m3u8, Date: None, Resolution: None, Response Time: 747 ms
Name: CCTV-4, URL: http://171.110.42.239:8181/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 528 ms
Name: CCTV-4, URL: http://221.224.4.170:1111/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 11204 ms
Name: CCTV-4, URL: http://60.210.100.54:352/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 971 ms
Name: CCTV-4, URL: http://115.60.241.249:2000/rtp/225.1.5.30:1333$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 38 ms
Name: CCTV-4, URL: http://101.66.199.254:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 6448 ms
Name: CCTV-4, URL: http://59.48.75.130:3052/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 749 ms
Name: CCTV-4, URL: http://221.219.79.161:4000/udp/239.3.1.214:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 36 ms
Name: CCTV-4, URL: http://121.19.134.222:808/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-4, URL: http://123.163.114.115:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 422 ms
Name: CCTV-4, URL: http://101.19.84.8:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 566 ms
Name: CCTV-4, URL: http://58.57.40.22:9901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 440 ms
Name: CCTV-4, URL: http://123.129.70.178:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 498 ms
Name: CCTV-4, URL: http://221.199.193.79:9901/tsfile/live/1000_1.m3u8, Date: None, Resolution: None, Response Time: 10091 ms
Name: CCTV-4, URL: http://220.164.192.48:50085/tsfile/live/0005_1.m3u8, Date: None, Resolution: None, Response Time: 486 ms
Name: CCTV-4, URL: http://118.122.189.74:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 499 ms
Name: CCTV-4, URL: http://z.b.bkpcp.top/m.php?id=cctv4a$1280x720, Date: None, Resolution: 1280x720, Response Time: 375 ms
Name: CCTV-4, URL: http://182.92.109.190:1668/72/72.php?id=cctv4a$854x480, Date: None, Resolution: 854x480, Response Time: 375 ms
Name: CCTV-4, URL: http://222.129.139.229:8888/udp/239.3.1.214:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 1 ms
Name: CCTV-4, URL: https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv4$854x480, Date: None, Resolution: 854x480, Response Time: 375 ms
Name: CCTV-4, URL: http://171.14.89.69:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 424 ms
Name: CCTV-4, URL: http://223.166.234.19:7777/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 475 ms
Name: CCTV-4, URL: http://113.25.252.226:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 498 ms
Name: CCTV-4, URL: http://171.110.42.238:8181/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 15828 ms
Name: CCTV-4, URL: http://42.48.50.138:9002/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 484 ms
Name: CCTV-4, URL: http://36.35.111.84:9901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 484 ms
Name: CCTV-4, URL: http://114.249.229.24:8888/udp/239.3.1.214:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 45 ms
Name: CCTV-4, URL: http://nas.hssvm.com:8888/udp/225.1.1.150:5002$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 12 ms
Name: CCTV-4, URL: http://60.2.190.206:4000/udp/239.253.93.192:6370$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 104 ms
Name: CCTV-4, URL: http://223.166.234.19:7777/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 475 ms
Name: CCTV-4, URL: http://220.249.114.102:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 487 ms
Name: CCTV-4, URL: http://119.36.148.115:59901/tsfile/live/1000_1.m3u8, Date: None, Resolution: None, Response Time: 1019 ms
Name: CCTV-4, URL: http://61.173.144.157:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 409 ms
Name: CCTV-4, URL: http://60.12.183.46:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0, Date: None, Resolution: None, Response Time: 845 ms
Name: CCTV-4, URL: http://222.129.139.229:8888/udp/239.3.1.213:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 1 ms
Name: CCTV-4, URL: http://113.236.31.149:9901/tsfile/live/1158_1.m3u8, Date: None, Resolution: None, Response Time: 665 ms
Name: CCTV-4, URL: http://114.243.110.0:4000/rtp/239.3.1.214:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 21 ms
Name: CCTV-4, URL: http://114.252.239.133:9876/udp/239.3.1.214:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 73 ms
Name: CCTV-4, URL: http://112.234.21.109:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 553 ms
Name: CCTV-4, URL: http://124.128.73.58:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 580 ms
Name: CCTV-4, URL: http://183.66.15.146:60901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 489 ms
Name: CCTV-4, URL: https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv4o$854x480, Date: None, Resolution: 854x480, Response Time: 375 ms
Name: CCTV-4, URL: http://101.74.28.50:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 1176 ms
Name: CCTV-4, URL: http://222.241.154.37:9901/tsfile/live/23004_1.m3u8, Date: None, Resolution: None, Response Time: 2947 ms
Name: CCTV-4, URL: http://116.117.104.242:8096/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 600 ms
Name: CCTV-4, URL: http://36.35.111.168:9901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 577 ms
Name: CCTV-4, URL: http://27.10.89.9:4022/udp/225.0.4.176:7980$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 7 ms
Name: CCTV-4, URL: http://183.66.15.146:60901/tsfile/live/0004_1.m3u8?key=txiptv, Date: None, Resolution: None, Response Time: 489 ms
Name: CCTV-4, URL: http://58.220.219.14:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 406 ms
Name: CCTV-4, URL: http://221.2.148.205:8154/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 533 ms
Name: CCTV-4, URL: http://106.53.99.30/dl/bjyd.php?id=3$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 375 ms
Name: CCTV-4, URL: http://112.46.85.60:8009/hls/4/index.m3u8, Date: None, Resolution: None, Response Time: 565 ms
Name: CCTV-4, URL: http://113.236.17.12:9901/tsfile/live/1158_1.m3u8, Date: None, Resolution: None, Response Time: 723 ms
Name: CCTV-4, URL: http://1.199.235.116:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 1913 ms
Name: CCTV-4, URL: http://58.221.214.82:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 393 ms
Name: CCTV-4, URL: http://61.150.67.62:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 462 ms
Name: CCTV-4, URL: http://117.190.144.101:1111/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 550 ms
Name: CCTV-4, URL: http://113.57.93.165:9900/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 542 ms
Name: CCTV-4, URL: http://120.238.94.10:9901/tsfile/live/1021_1.m3u8, Date: None, Resolution: None, Response Time: 969 ms
Name: CCTV-4, URL: http://120.197.43.179:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 498 ms
Name: CCTV-4, URL: http://125.33.89.106:5566/udp/239.3.1.214:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 1 ms
Name: CCTV-4, URL: http://111.196.129.152:20000/udp/239.3.1.214:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 82 ms
Name: CCTV-4, URL: http://114.249.215.204:9888/udp/239.3.1.105:8092$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 12 ms
Name: CCTV-4, URL: http://60.12.183.46:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 845 ms
Name: CCTV-4, URL: http://219.128.121.202:59901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 428 ms
Name: CCTV-4, URL: http://m.951688.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive, Date: None, Resolution: None, Response Time: 700 ms
Name: CCTV-4, URL: http://118.77.152.195:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 571 ms
Name: CCTV-4, URL: http://121.33.239.242:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 937 ms
Name: CCTV-4, URL: http://218.89.240.144:59901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 488 ms
Name: CCTV-4, URL: http://221.213.69.82:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 630 ms
Name: CCTV-4, URL: http://219.159.194.18:8181/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 469 ms
Name: CCTV-4, URL: http://59.173.243.210:9901/tsfile/live/1004_1.m3u8, Date: None, Resolution: None, Response Time: 410 ms
Name: CCTV-4, URL: http://124.228.161.8:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 440 ms
Name: CCTV-4, URL: http://61.173.144.157:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 409 ms
Name: CCTV-4, URL: http://175.16.180.250:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 564 ms
Name: CCTV-4, URL: http://111.160.17.2:59901/tsfile/live/0001_4.m3u8, Date: None, Resolution: None, Response Time: 547 ms
Name: CCTV-4, URL: http://112.101.78.50:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 578 ms
Name: CCTV-4, URL: http://221.2.148.205:8154/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 533 ms
Name: CCTV-4, URL: http://125.32.182.146:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 692 ms
Name: CCTV-4, URL: http://61.136.67.238:50085/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 867 ms
Name: CCTV-4, URL: http://183.144.192.51:6868/rtp/233.50.201.4:5140$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 11 ms
Name: CCTV-4, URL: http://222.134.245.16:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 989 ms
Name: CCTV-4, URL: http://114.252.239.133:9876/udp/239.3.1.213:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 73 ms
Name: CCTV-4, URL: http://61.157.139.15:9901/tsfile/live/2374_1.m3u8, Date: None, Resolution: None, Response Time: 522 ms
Name: CCTV-4, URL: http://125.33.89.106:5566/udp/239.3.1.105:8092$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 1 ms
Name: CCTV-4, URL: http://124.116.183.146:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 471 ms
Name: CCTV-4, URL: http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=3, Date: None, Resolution: None, Response Time: 429 ms
Name: CCTV-4, URL: http://122.246.75.184:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 405 ms
Name: CCTV-4, URL: http://8.138.90.107/公众号【睡眼迷离的猫】/migu.php?id=cctv4$854x480, Date: None, Resolution: 854x480, Response Time: 375 ms
Name: CCTV-4, URL: http://z.b.bkpcp.top/m.php?id=cctv4$1280x720, Date: None, Resolution: 1280x720, Response Time: 375 ms
Name: CCTV-4, URL: http://124.128.73.58:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 580 ms
Name: CCTV-4, URL: http://113.195.5.165:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 678 ms
Name: CCTV-4, URL: http://123.132.233.194:352/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 1080 ms
Name: CCTV-4, URL: http://144.52.160.109:9901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 416 ms
Name: CCTV-4, URL: http://58.19.43.46:9901/tsfile/live/1023_1.m3u8, Date: None, Resolution: None, Response Time: 491 ms
Name: CCTV-4, URL: http://183.66.13.82:60033/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 443 ms
Name: CCTV-4, URL: http://111.196.129.152:20000/udp/239.3.1.213:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 82 ms
Name: CCTV-4, URL: http://60.2.190.206:4000/rtp/239.253.92.251:6141$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 104 ms
Name: CCTV-4, URL: http://220.249.114.102:9901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 487 ms
Name: CCTV-4, URL: http://123.138.22.30:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 529 ms
Name: CCTV-4, URL: http://222.134.245.16:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 989 ms
Name: CCTV-4, URL: http://123.166.61.70:8003/hls/41/index.m3u8, Date: None, Resolution: None, Response Time: 474 ms
Name: CCTV-4, URL: http://36.35.111.195:9901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 566 ms
Name: CCTV-4, URL: http://101.23.217.245:8090/hls/12/index.m3u8, Date: None, Resolution: None, Response Time: 505 ms
Name: CCTV-4, URL: http://113.100.72.88:8899/udp/239.77.1.163:5146$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 27 ms
Name: CCTV-4, URL: http://14.212.185.71:9901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 430 ms
Name: CCTV-4, URL: http://113.57.20.158:9901/tsfile/live/1023_1.m3u8, Date: None, Resolution: None, Response Time: 544 ms
Name: CCTV-4, URL: http://114.249.215.204:9888/udp/239.3.1.213:4220$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 12 ms
Name: CCTV-4, URL: http://202.168.187.208:9089/tsfile/live/1000_1.m3u8, Date: None, Resolution: None, Response Time: 492 ms
Name: CCTV-4, URL: http://z.b.bkpcp.top/m.php?id=cctv4o$1280x720, Date: None, Resolution: 1280x720, Response Time: 375 ms
Name: CCTV-4, URL: http://114.252.239.133:9876/udp/239.3.1.105:8092$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 73 ms
Name: CCTV-4, URL: http://36.35.172.10:9901/tsfile/live/1003_1.m3u8, Date: None, Resolution: None, Response Time: 490 ms
Name: CCTV-4, URL: http://1b6467f415.iok.la:9931/tsfile/live/1023_1.m3u8, Date: None, Resolution: None, Response Time: 1765 ms
Name: CCTV-4, URL: http://110.7.128.156:8096/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 544 ms
Name: CCTV-4, URL: http://223.166.234.215:7777/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 478 ms
Name: CCTV-4, URL: http://221.233.192.152:1111/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0, Date: None, Resolution: None, Response Time: 418 ms
Name: CCTV-4, URL: http://61.138.128.226:19901/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 536 ms
Name: CCTV-4, URL: http://61.156.228.12:8154/tsfile/live/0004_1.m3u8, Date: None, Resolution: None, Response Time: 500 ms
Name: CCTV-4, URL: http://60.2.190.206:4000/udp/239.253.93.193:6371$1920x1080, Date: None, Resolution: 1920x1080, Response Time: 104 ms
